Title,Magazine[Language],Magazine[Origin],Magazine[Start date],Magazine[End date],Magazine[Systems],Magazine[Issues]
Grapevine,unknown,unknown,28.05.1991,16.02.1992,AMIGA OCS/ECS,"Grapevine 1, Grapevine 2, Grapevine 3, Grapevine 4, Grapevine 5, Grapevine 6, Grapevine 7, Grapevine 8, Grapevine 9, Grapevine 10, Grapevine 11, Grapevine 12, Grapevine 13, Grapevine 14, Grapevine 15, Grapevine 16, Grapevine 17, Grapevine 18, Grapevine 19, Grapevine 20, Grapevine 21"
The Grapevine,unknown,unknown,28.02.1993,03.03.1996,COMMODORE 64,"The Grapevine #05, The Grapevine #06, The Grapevine #07, The Grapevine #08, The Grapevine #09, The Grapevine #10, The Grapevine #11, The Grapevine #12, The Grapevine #13, The Grapevine #14, The Grapevine #15, The Grapevine #16, The Grapevine #17, The Grapevine #18"
Graphically Enhanced Magazine,unknown,unknown,03.03.1996,03.03.1996,MS-DOS,Graphically Enhanced Magazine 1
Great Battles Of Alexander Review,unknown,unknown,18.06.1997,18.06.1997,MS-DOS,Great Battles Of Alexander Review
Green Day,unknown,unknown,18.06.1997,18.06.1997,"AMIGA OCS/ECS, AMIGA AGA","Green Day 1, Green Day 2"
GRF Pack (07/1993),unknown,unknown,18.06.1997,18.06.1997,MS-DOS,GRF Pack (07/1993)
The Grim Reaper,unknown,unknown,01.03.1992,06.11.1992,ATARI 8 BIT,"The Grim Reaper 01, The Grim Reaper 02, The Grim Reaper 03, The Grim Reaper 04, The Grim Reaper 05, The Grim Reaper 06"
Gryning,unknown,unknown,23.09.1994,23.09.1994,AMIGA OCS/ECS,"Gryning 2, Gryning 3"
GT Racing Review,unknown,unknown,01.07.1997,01.07.1997,MS-DOS,GT Racing Review
Guru 1/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 1/91
Guru 1/92,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 1/92
Guru 1/93,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 1/93
Guru 2/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 2/91
Guru 2/92,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 2/92
Guru 2/93,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 2/93
Guru 3/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 3/91
Guru 3/92,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Guru 3/92
Guru 3/93,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Guru 3/93
Guru 4/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 4/91
Guru 4/92,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Guru 4/92
Guru 4/93,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Guru 4/93
Guru 5/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 5/91
Guru 5/92,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 5/92
Guru 5/93,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 5/93
Guru 6/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 6/91
Guru 6/92,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 6/92
Guru 6/93,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 6/93
Guru 7/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 7/91
Guru 7/92,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 7/92
Guru 8/91,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,Guru 8/91
Guru Magazine,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Guru Magazine 4
Guts And Garters Review,unknown,unknown,13.07.1997,13.07.1997,MS-DOS,Guts And Garters Review
GygaTECH Magazine,unknown,unknown,01.01.1996,01.01.1996,MS-DOS,GygaTECH Magazine 1
Hack-Mag,unknown,unknown,22.08.1990,27.11.1991,AMIGA OCS/ECS,"Hack-Mag 1, Hack-Mag 2, Hack-Mag 3, Hack-Mag 4, Hack-Mag 5, Hack-Mag 6, Hack-Mag 7"
Hacker,unknown,unknown,27.11.1991,27.11.1991,MS-DOS,"Hacker #1, Hacker #3, Hacker #4"
Hacker Zine,unknown,unknown,27.11.1991,27.11.1991,ATARI 8 BIT,Hacker Zine
Hangover,unknown,unknown,27.11.1991,27.11.1991,AMIGA AGA,Hangover 1
Hardball 5 Enhanced Review,unknown,unknown,18.06.1997,18.06.1997,MS-DOS,Hardball 5 Enhanced Review
Hardcore,unknown,unknown,30.05.1995,17.12.1997,AMIGA OCS/ECS,"Hardcore 1, Hardcore 2, Hardcore 3, Hardcore 4"
Hardcore 4x4 Review,unknown,unknown,18.07.1997,18.07.1997,MS-DOS,Hardcore 4x4 Review
Hardreset,unknown,unknown,28.10.1993,28.10.1993,AMIGA OCS/ECS,Hardreset 2
Harm,unknown,unknown,28.10.1993,28.10.1993,MS-DOS,"Harm #1, Harm 2, Harm 5, Harm 6"
Headline,unknown,unknown,01.09.1993,15.04.1994,AMIGA OCS/ECS,"Headline 1, Headline 2"
Heimdall 2 Complete Solve,unknown,unknown,22.07.1994,22.07.1994,MS-DOS,Heimdall 2 Complete Solve
Hektor Diskmagazine Issue,unknown,unknown,01.01.1992,01.01.1992,MS-DOS,Hektor Diskmagazine Issue #1
Hell Angels,unknown,unknown,07.06.1999,07.06.1999,MS-DOS,Hell Angels #1
Hellium,unknown,unknown,16.11.1999,16.11.1999,MS-DOS,Hellium #3
Heroin issue,unknown,unknown,16.11.1999,16.11.1999,MS-DOS,Heroin issue #1
Hexagone,unknown,unknown,25.09.1992,25.09.1992,AMIGA OCS/ECS,"Hexagone 1, Hexagone 2"
Hexen Win95 Review,unknown,unknown,01.04.1997,01.04.1997,MS-DOS,Hexen Win95 Review
Hexxagon V2.0 Review,unknown,unknown,13.03.1994,13.03.1994,MS-DOS,Hexxagon V2.0 Review
High Seas Trader Review,unknown,unknown,25.03.1995,25.03.1995,MS-DOS,High Seas Trader Review
Higher Mental Plane,unknown,unknown,15.10.1995,15.12.1995,MS-DOS,"Higher Mental Plane #1, Higher Mental Plane #2"
Highway Fighter Review,unknown,unknown,09.03.1994,09.03.1994,MS-DOS,Highway Fighter Review
Hijack,unknown,unknown,11.07.1993,16.05.1994,MS-DOS,"Hijack #2, Hijack #3, Hijack #4, Hijack #5, Hijack #5 beta, Hijack #6, Hijack #6 (Update), Hijack #7, Hijack #8"
Híradó,unknown,unknown,16.05.1994,16.05.1994,COMMODORE 64,Híradó 4
Histoire de Futurs,unknown,unknown,16.05.1994,16.05.1994,AMIGA AGA,"Histoire de Futurs 1, Histoire de Futurs 2"
History Of The World Review,unknown,unknown,21.05.1997,21.05.1997,MS-DOS,History Of The World Review
Hit Disc 1 (89 – 1),unknown,unknown,01.01.1989,01.01.1989,ATARI ST/E,Hit Disc 1 (89 – 1)
Hit Disc 2 (89 – 2),unknown,unknown,01.01.1989,01.01.1989,ATARI ST/E,Hit Disc 2 (89 – 2)
Hit Disc 3 (90 – 1),unknown,unknown,24.01.1990,24.01.1990,ATARI ST/E,Hit Disc 3 (90 – 1)
Hit Disc 4 (90 – 2),unknown,unknown,17.04.1990,17.04.1990,ATARI ST/E,Hit Disc 4 (90 – 2)
Hit Disc 5 (90 – 3),unknown,unknown,09.07.1990,09.07.1990,ATARI ST/E,Hit Disc 5 (90 – 3)
Hit Disc 6 (90 – 4),unknown,unknown,20.10.1990,20.10.1990,ATARI ST/E,Hit Disc 6 (90 – 4)
Hit Disc 7 (91 – 1),unknown,unknown,18.04.1991,18.04.1991,ATARI ST/E,Hit Disc 7 (91 – 1)
Hoard,unknown,unknown,01.02.1995,01.02.1995,MS-DOS,Hoard #1
Hoax,unknown,unknown,25.02.1993,09.08.1995,MS-DOS,"Hoax 1, Hoax 2, Hoax 3, Hoax 4, Hoax 5, Hoax 6"
Hokus Pokus,unknown,unknown,11.02.1995,15.09.1996,AMIGA OCS/ECS,"Hokus Pokus 1, Hokus Pokus 2, Hokus Pokus 3, Hokus Pokus 4"
Hot Dog,unknown,unknown,01.01.1992,15.09.1996,AMIGA OCS/ECS,"Hot Dog 1, Hot Dog 2"
Hot-Mag,unknown,unknown,01.01.1992,01.01.1992,MS-DOS,"Hot-Mag #1, Hot-Mag #2, Hot-Mag #3, Hot-Mag #4, Hot-Mag #5, Hot-Mag #6"
Hot News,unknown,unknown,01.01.1994,01.01.1994,AMIGA OCS/ECS,"Hot News 1, Hot News 2"
Hot Style,unknown,unknown,31.12.2014,31.12.2022,COMMODORE 64,"Hot Style #1 [Polish], Hot Style #2 [Polish], Hot Style #11"
Hotshot,unknown,unknown,28.03.1990,25.04.1992,COMMODORE 64,"Hotshot 1, Hotshot 2, Hotshot 3, Hotshot 4, Hotshot 5, Hotshot 6, Hotshot 7, Hotshot 8, Hotshot 9, Hotshot 10, Hotshot 11, Hotshot 12, Hotshot 13, Hotshot 14, Hotshot 15, Hotshot 16, Hotshot 17, Hotshot 18"
HotShot,unknown,unknown,25.04.1992,25.04.1992,COMMODORE 64,HotShot 19
House Info Mag,unknown,unknown,03.10.1994,03.10.1994,AMIGA OCS/ECS,House Info Mag 1
House Information Magazine (HIM),unknown,unknown,18.02.1995,18.02.1995,AMIGA OCS/ECS,House Information Magazine (HIM) 1
House Information Magazine (HIM) - July '95,unknown,unknown,20.07.1995,20.07.1995,AMIGA OCS/ECS,House Information Magazine (HIM) - July '95
House Information Magazine (HIM) - June,unknown,unknown,22.06.1995,22.06.1995,AMIGA OCS/ECS,House Information Magazine (HIM) - June 1995
How To Code,unknown,unknown,29.12.1993,09.11.1995,"ATARI FALCON, ATARI ST/E","How To Code 1, How To Code 2, How To Code 3, How To Code 4"
Hoyle Poker Review,unknown,unknown,09.04.1997,09.04.1997,MS-DOS,Hoyle Poker Review
HP Source Issue,unknown,unknown,09.04.1997,09.04.1997,ATARI ST/E,"HP Source Issue 1, HP Source Issue 2"
HTBZine,unknown,unknown,09.04.1997,09.04.1997,WINDOWS,HTBZine #1
Hugendubelexpress,unknown,unknown,25.05.1996,25.05.1996,MS-DOS,"Hugendubelexpress #1, Hugendubelexpress #2, Hugendubelexpress #3, Hugendubelexpress #4"
Hugi,unknown,unknown,25.05.1996,10.06.2014,"AMIGA PPC/RTG, BEOS, MS-DOS, WINDOWS","Hugi #5, Hugi #6, Hugi #7, Hugi #8, Hugi #9, Hugi #10, Hugi #11, Hugi #12, Hugi #13, Hugi #14, Hugi #15, Hugi #16, Hugi #17, Hugi #18, Hugi #19, Hugi #20, Hugi #21 - The Devil Family, Hugi #22 - Eternal Sunshine, Hugi #23 - Alone In The Woods, Hugi #24, Hugi #25 - Fairy Power, Hugi #26 - Techno Tarantula, Hugi #27 - The Freedom Diskmag, Hugi #28 - The Unnamed One, Hugi #36 - Jukebox Delight, Hugi #37, Hugi #38 - Gravity Shot"
Hugi 34 - World of Scene,unknown,unknown,10.06.2014,10.06.2014,"AMIGA PPC/RTG, WINDOWS",Hugi 34 - World of Scene
Hugi.Ger,unknown,unknown,10.06.2014,10.06.2014,WINDOWS,"Hugi.Ger #1, Hugi.Ger #2, Hugi.Ger #3"
Hugi Special Edition 3: Interview Bonanza,unknown,unknown,10.06.2014,10.06.2014,"AMIGA PPC/RTG, WINDOWS",Hugi Special Edition 3: Interview Bonanza
Hugi Special Edition,unknown,unknown,29.09.2012,29.09.2012,WINDOWS,Hugi Special Edition 4
Hujoza,unknown,unknown,16.08.1993,29.09.2012,AMIGA OCS/ECS,"Hujoza 1, Hujoza 2, Hujoza 3"
The Humble Review,unknown,unknown,01.12.1991,01.12.1991,MS-DOS,The Humble Review 1
Hybrid Christmas Magazine,unknown,unknown,24.12.1996,24.12.1996,WINDOWS,Hybrid Christmas Magazine 1996
Hydra,unknown,unknown,04.09.1994,10.01.1996,"AMIGA OCS/ECS, AMIGA AGA","Hydra 1, Hydra 2, Hydra 3, Hydra 7, Hydra 8, Hydra 9, Hydra 10, Hydra 11, Hydra 12, Hydra 13, Hydra 14, Hydra 15, Hydra 16, Hydra 17, Hydra 18"
Hype Magazine,unknown,unknown,18.08.1992,18.08.1992,MS-DOS,Hype Magazine #2
Hypegy,unknown,unknown,18.08.1992,18.08.1992,ZX SPECTRUM,Hypegy #1
Hypnosis,unknown,unknown,18.08.1992,18.08.1992,COMMODORE 64,Hypnosis #1
Hypnosys Issue,unknown,unknown,18.08.1992,18.08.1992,MS-DOS,Hypnosys Issue #1
Hypnotic-Energy-Awesome Party Report,unknown,unknown,18.08.1992,18.08.1992,AMIGA OCS/ECS,Hypnotic-Energy-Awesome Party Report
I.C.E,unknown,unknown,27.12.1990,08.01.1992,AMIGA OCS/ECS,"I.C.E 1, I.C.E 2, I.C.E 3, I.C.E 4, I.C.E 5, I.C.E 6, I.C.E 7, I.C.E 8"
i M P U R E ! a S C I I 1 9 4 O,unknown,unknown,03.09.2016,03.09.2016,LINUX,i M P U R E ! a S C I I 1 9 4 O
ICE Weekly Newsletter Issue,unknown,unknown,24.06.1993,24.06.1993,MS-DOS,ICE Weekly Newsletter Issue #0
If Tomorrow Comes,unknown,unknown,24.06.1993,24.06.1993,COMMODORE 64,If Tomorrow Comes
Illegal Charts August,unknown,unknown,24.06.1993,24.06.1993,COMMODORE 64,Illegal Charts August 1987
Illegal Copy,unknown,unknown,01.01.1991,26.04.1991,AMIGA OCS/ECS,"Illegal Copy 1, Illegal Copy 2"
Illuminatus,unknown,unknown,30.06.1991,01.01.1992,MS-DOS,"Illuminatus #1, Illuminatus #2, Illuminatus #3, Illuminatus #4, Illuminatus #5 1/2"
Illustrator Issue,unknown,unknown,01.11.1992,01.11.1992,MS-DOS,Illustrator Issue #1
IM1A2 Abrams Review,unknown,unknown,23.03.1997,23.03.1997,MS-DOS,IM1A2 Abrams Review
IMAgE,unknown,unknown,23.03.1997,23.03.1997,"MS-DOS, WINDOWS","IMAgE #1, IMAgE #2, IMAgE #3, IMAgE #4, IMAgE #5"
Image,unknown,unknown,23.03.1997,23.03.1997,MS-DOS,Image #3
Image Magazine,unknown,unknown,01.01.1994,01.01.1994,MS-DOS,Image Magazine #1
Imazine,unknown,unknown,01.01.1992,01.01.1994,AMIGA OCS/ECS,"Imazine 1, Imazine 2, Imazine 3, Imazine 4"
Immortal Flash,unknown,unknown,02.03.1992,01.01.1994,COMMODORE 64,"Immortal Flash 1, Immortal Flash 2, Immortal Flash 3, Immortal Flash 4, Immortal Flash 5, Immortal Flash 6, Immortal Flash 7, Immortal Flash 8, Immortal Flash 9, Immortal Flash 10, Immortal Flash 11, Immortal Flash 12, Immortal Flash 13, Immortal Flash 14, Immortal Flash 15, Immortal Flash 16, Immortal Flash 17, Immortal Flash 18"
Impact,unknown,unknown,01.01.1991,04.11.1991,COMMODORE 64,"Impact #006, Impact #007"
Imperium Galactica Review,unknown,unknown,29.03.1997,29.03.1997,MS-DOS,Imperium Galactica Review
Imphobia,unknown,unknown,23.02.1992,12.06.1996,MS-DOS,"Imphobia 1, Imphobia 2, Imphobia 3, Imphobia 4, Imphobia 5, Imphobia 6, Imphobia 7, Imphobia 8, Imphobia 9, Imphobia 10, Imphobia 11, Imphobia 12"
Impulse,unknown,unknown,24.01.1995,24.01.1995,COMMODORE 64,Impulse #1
impure!1940 amiga ascii art diskmag,unknown,unknown,24.01.1995,24.01.1995,"WINDOWS, LINUX",impure!1940 amiga ascii art diskmag
In Duebus Illes,unknown,unknown,01.01.1993,01.01.1993,AMIGA OCS/ECS,In Duebus Illes
Inc Magazine Vol. 1 Nr.,unknown,unknown,17.12.1989,17.12.1989,ATARI ST/E,Inc Magazine Vol. 1 Nr. 1
Inc Magazine Vol. 2 Nr.,unknown,unknown,21.01.1990,28.05.1990,ATARI ST/E,"Inc Magazine Vol. 2 Nr. 1, Inc Magazine Vol. 2 Nr. 2, Inc Magazine Vol. 2 Nr. 3, Inc Magazine Vol. 2 Nr. 4, Inc Magazine Vol. 2 Nr. 5, Inc Magazine Vol. 2 Nr. 7, Inc Magazine Vol. 2 Nr. 8"
Incube,unknown,unknown,28.05.1990,28.05.1990,WINDOWS,"Incube 1, Incube 2, Incube 3, Incube 4"
Independence Day Review,unknown,unknown,11.03.1997,11.03.1997,MS-DOS,Independence Day Review
Independent,unknown,unknown,08.05.1991,03.07.1992,COMMODORE 64,"Independent 1, Independent 2, Independent 3, Independent 4, Independent 5, Independent 6, Independent 7, Independent 8, Independent 9, Independent 10, Independent 11, Independent 12, Independent 13"
Indianapolis 500 Dox,unknown,unknown,22.12.1989,22.12.1989,MS-DOS,Indianapolis 500 Dox
Indy Car Racer Review,unknown,unknown,13.11.1993,13.11.1993,MS-DOS,Indy Car Racer Review
Infamia,unknown,unknown,13.11.1993,03.01.1998,"AMIGA OCS/ECS, AMIGA AGA","Infamia 0, Infamia 1, Infamia 2, Infamia 3, Infamia 4"
Infant,unknown,unknown,10.03.1992,03.01.1998,AMIGA OCS/ECS,"Infant 1, Infant 2, Infant 3"
Infinity,unknown,unknown,10.03.1992,10.03.1992,MS-DOS,"Infinity #1, Infinity #2, Infinity #3, Infinity #4"
Infinity Diskmag Issue,unknown,unknown,01.01.1996,09.08.1996,MS-DOS,"Infinity Diskmag Issue 1, Infinity Diskmag Issue 2"
Infinity Issue,unknown,unknown,07.11.1993,07.11.1993,MS-DOS,Infinity Issue #5
Infinity Magazine Promo,unknown,unknown,07.11.1993,07.11.1993,MS-DOS,Infinity Magazine Promo
Influence,unknown,unknown,01.01.2000,01.01.2000,AMIGA AGA,Influence 3
Influence (Paper Part),unknown,unknown,01.01.2000,01.01.2000,PAPER,Influence (Paper Part)
Info-Corner,unknown,unknown,12.06.1994,12.06.1994,AMIGA OCS/ECS,Info-Corner
Info Guide,unknown,unknown,04.07.2015,26.04.2021,ZX SPECTRUM,"Info Guide #11, Info Guide #12, Info Guide #13"
Infopedia Issue,unknown,unknown,26.04.2021,26.04.2021,MS-DOS,Infopedia Issue #2
Informator,unknown,unknown,13.01.1995,13.01.1995,ATARI 8 BIT,Informator
Informator Version,unknown,unknown,09.07.1997,09.07.1997,ATARI 8 BIT,Informator Version 2.0
Infused Bytes,unknown,unknown,09.07.1997,09.07.1997,MS-DOS,"Infused Bytes 1, Infused Bytes 2"
Inquire,unknown,unknown,01.01.1994,10.09.1994,"AMIGA OCS/ECS, AMIGA AGA","Inquire 1, Inquire 2, Inquire 3, Inquire 4, Inquire 5"
Inquiry,unknown,unknown,29.01.1993,29.01.1993,COMMODORE 64,Inquiry #1
Insane Preview,unknown,unknown,01.01.1991,01.01.1991,COMMODORE 64,Insane Preview
Insane Reality Issue,unknown,unknown,29.07.1993,01.07.1994,MS-DOS,"Insane Reality Issue #1, Insane Reality Issue #2, Insane Reality Issue #3, Insane Reality Issue #4, Insane Reality Issue #5"
Insanity,unknown,unknown,01.07.1994,01.01.1996,"AMIGA OCS/ECS, MS-DOS","Insanity #1, Insanity 1, Insanity 2, Insanity #2, Insanity 3, Insanity #3, Insanity 4, Insanity 5"
Inside Info,unknown,unknown,01.01.1996,01.01.1996,ATARI ST/E,"Inside Info 49, Inside Info 51, Inside Info 53, Inside Info 54, Inside Info 56, Inside Info 57"
Insider,unknown,unknown,18.10.1993,29.03.1998,COMMODORE 64,"Insider 1, Insider 2, Insider 3, Insider 4, Insider 6, Insider 7"
Insight,unknown,unknown,29.03.1998,29.03.1998,"COMMODORE 64, MS-DOS","Insight 1, Insight #1, Insight 2"
Insomnia,unknown,unknown,07.06.1997,13.02.1998,"AMIGA OCS/ECS, AMIGA AGA","Insomnia 1, Insomnia 2, Insomnia 3"
Insomnia Issue,unknown,unknown,01.12.1994,01.12.1994,MS-DOS,Insomnia Issue #1
Interaction,unknown,unknown,01.12.1994,01.12.1994,ATARI ST/E,Interaction
Intern News,unknown,unknown,01.01.1992,01.01.1992,AMIGA OCS/ECS,Intern News 5
Internal,unknown,unknown,24.07.1991,11.10.2002,COMMODORE 64,"Internal 1, Internal 2, Internal 3, Internal 4, Internal 5, Internal 6, Internal 7, Internal 8, Internal 9, Internal 10, Internal 11, Internal 12, Internal 13, Internal 14, Internal 15, Internal 16, Internal 17, Internal 18, Internal 19, Internal 20, Internal 21, Internal 22, Internal 23, Internal 24, Internal 25, Internal 26, Internal 27, Internal 28, Internal 29"
Internal 1 Preview,unknown,unknown,11.10.2002,11.10.2002,COMMODORE 64,Internal 1 Preview
Internews,unknown,unknown,11.10.2002,11.10.2002,COMMODORE 64,"Internews 1, Internews 6"
Interpose Review,unknown,unknown,01.04.1997,01.04.1997,MS-DOS,Interpose Review
Interstate 76 Review,unknown,unknown,23.03.1997,23.03.1997,MS-DOS,Interstate 76 Review
Intoxication,unknown,unknown,22.02.1997,22.02.1997,COMMODORE 64,Intoxication
Iridium Magazine Issue,unknown,unknown,27.08.1993,01.02.1994,MS-DOS,"Iridium Magazine Issue #1, Iridium Magazine Issue #2, Iridium Magazine Issue #3"
Iron Blood Review,unknown,unknown,25.03.1997,25.03.1997,MS-DOS,Iron Blood Review
Iron & Blood Review,unknown,unknown,29.06.1997,29.06.1997,MS-DOS,Iron & Blood Review
Irregular Review,unknown,unknown,29.08.2016,10.12.2017,AMIGA OCS/ECS,"Irregular Review #1, Irregular Review #2, Irregular Review #3, Irregular Review #4"
Italian Charts,unknown,unknown,10.12.2017,10.12.2017,AMIGA OCS/ECS,Italian Charts 1
Iznogoud Review,unknown,unknown,13.07.1997,13.07.1997,MS-DOS,Iznogoud Review
Izviestia,unknown,unknown,13.07.1997,01.01.1998,"AMIGA OCS/ECS, AMIGA AGA","Izviestia 9, Izviestia 10, Izviestia 11, Izviestia 12"
Izwiestia,unknown,unknown,01.01.1996,01.01.1998,MS-DOS,"Izwiestia 2, Izwiestia 3, Izwiestia 4"
J.G Zin,unknown,unknown,01.01.1996,01.01.1996,ATARI 8 BIT,J.G Zin #1
Jack Nicklaus Golf 4 Review,unknown,unknown,22.03.1997,22.03.1997,MS-DOS,Jack Nicklaus Golf 4 Review
January 1991 Catalogue (V2),unknown,unknown,22.03.1997,22.03.1997,ATARI ST/E,January 1991 Catalogue (V2)
Jestem - Preview,unknown,unknown,01.01.1995,01.01.1995,AMIGA OCS/ECS,Jestem - Preview
Johnnys Quest Review,unknown,unknown,02.01.1994,02.01.1994,MS-DOS,Johnnys Quest Review
Jokerama,unknown,unknown,01.01.1991,01.01.1991,AMIGA OCS/ECS,"Jokerama 1, Jokerama 2"
Jolly Roger,unknown,unknown,17.12.1990,23.01.1991,AMIGA OCS/ECS,"Jolly Roger 1, Jolly Roger 2, Jolly Roger 3, Jolly Roger 4, Jolly Roger 5"
Jolly Roger's Cookbook III,unknown,unknown,01.01.1991,01.01.1991,ATARI ST/E,Jolly Roger's Cookbook III
"Jong, Snel & Wild",unknown,unknown,01.01.1993,07.01.1995,AMIGA OCS/ECS,"Jong, Snel & Wild 2, Jong, Snel & Wild 6, Jong, Snel & Wild 7, Jong, Snel & Wild 9, Jong, Snel & Wild 10, Jong, Snel & Wild 12, Jong, Snel & Wild 13, Jong, Snel & Wild 15, Jong, Snel & Wild 16, Jong, Snel & Wild 17, Jong, Snel & Wild 18, Jong, Snel & Wild 19, Jong, Snel & Wild 20"
Joyride,unknown,unknown,11.04.1993,07.01.1995,AMIGA OCS/ECS,"Joyride 1, Joyride 2"
Juice,unknown,unknown,11.04.1993,11.04.1993,MS-DOS,Juice #1
The Jungle,unknown,unknown,11.04.1993,18.10.1993,AMIGA OCS/ECS,"The Jungle 1, The Jungle 2, The Jungle 3, The Jungle 4, The Jungle 5, The Jungle 6, The Jungle 7, The Jungle 8, The Jungle 9"
Jungle Strike Review,unknown,unknown,25.03.1995,25.03.1995,MS-DOS,Jungle Strike Review
Jurassic Pack,unknown,unknown,25.03.1995,05.04.2022,"AMIGA OCS/ECS, AMIGA AGA","Jurassic Pack 1, Jurassic Pack 2, Jurassic Pack 3, Jurassic Pack 4, Jurassic Pack 5, Jurassic Pack 6, Jurassic Pack 7, Jurassic Pack 8, Jurassic Pack 9, Jurassic Pack 10, Jurassic Pack 11, Jurassic Pack 12, Jurassic Pack 13, Jurassic Pack 14, Jurassic Pack 15, Jurassic Pack 16, Jurassic Pack 17, Jurassic Pack 18, Jurassic Pack 19"
Jurassic Pack Preview,unknown,unknown,05.04.2022,05.04.2022,AMIGA OCS/ECS,Jurassic Pack Preview
Just The Facts,unknown,unknown,05.04.2022,05.04.2022,WINDOWS,"Just The Facts #1, Just The Facts #2, Just The Facts #3, Just The Facts #4, Just The Facts #5, Just The Facts #6, Just The Facts #7, Just The Facts #8, Just The Facts #9, Just The Facts #10, Just The Facts #11, Just The Facts #12, Just The Facts #13, Just The Facts #14, Just The Facts #15, Just The Facts #16"
Justice 4 All,unknown,unknown,01.01.1990,18.08.1990,COMMODORE 64,"Justice 4 All #01, Justice 4 All #02"
K-Rad & Elite,unknown,unknown,21.04.1995,21.04.1995,AMIGA OCS/ECS,K-Rad & Elite 2
Kalafior,unknown,unknown,21.04.1995,21.04.1995,COMMODORE 64,Kalafior 3
Karmelia,unknown,unknown,01.01.1992,25.03.2016,AMIGA OCS/ECS,"Karmelia 1, Karmelia 2, Karmelia 3, Karmelia 4"
Katharsis Review,unknown,unknown,04.06.1997,04.06.1997,MS-DOS,Katharsis Review
Kebab,unknown,unknown,30.09.1990,04.06.1997,AMIGA OCS/ECS,"Kebab 1, Kebab 2, Kebab 3, Kebab 4, Kebab 5"
Kelaug Issue,unknown,unknown,03.12.1990,03.12.1990,ATARI ST/E,"Kelaug Issue 1, Kelaug Issue 2, Kelaug Issue 3, Kelaug Issue 4, Kelaug Issue 5, Kelaug Issue 6, Kelaug Issue 7, Kelaug Issue 8, Kelaug Issue 9, Kelaug Issue 10, Kelaug Issue 11"
Kelstar Club Disk,unknown,unknown,03.12.1990,03.12.1990,ATARI ST/E,"Kelstar Club Disk 2, Kelstar Club Disk 3"
Kelstar II Issue,unknown,unknown,03.12.1990,03.12.1990,ATARI ST/E,Kelstar II Issue 1
Kelstar Issue,unknown,unknown,03.12.1990,03.12.1990,ATARI ST/E,"Kelstar Issue 1, Kelstar Issue 2, Kelstar Issue 3, Kelstar Issue 4, Kelstar Issue 5, Kelstar Issue 6, Kelstar Issue 7"
Kendermag,unknown,unknown,03.12.1990,08.09.1997,MS-DOS,"Kendermag #1, Kendermag #16"
Kick Off 97 Review,unknown,unknown,15.03.1997,15.03.1997,MS-DOS,Kick Off 97 Review
The Killers,unknown,unknown,01.01.1995,01.01.1995,AMIGA OCS/ECS,The Killers
Kithe,unknown,unknown,02.10.1994,02.10.1994,MS-DOS,"Kithe #1, Kithe #2, Kithe #3, Kithe #4, Kithe #5, Kithe #6, Kithe #8, Kithe #9, Kithe #10, Kithe #11 - the Kithe Cookbook, Kithe #12, Kithe #13, Kithe #14"
