issue,title,platform,group,release,release_converted,link,download_links,external_download_links
The Best #1,The Best,Commodore 64,Alpha Flight,July 1995,01.07.1995,https://csdb.dk//release/?id=5159,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_01.zip, http://csdb.dk/getinternalfile.php/8436/The Best #1.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%201&sourceid=csdb
The Best #2,The Best,Commodore 64,Alpha Flight,August 1995,01.08.1995,https://csdb.dk//release/?id=5160,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_02.zip, http://csdb.dk/getinternalfile.php/8437/The Best#2.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%202&sourceid=csdb
The Best #3,The Best,Commodore 64,Alpha Flight,September 1995,01.09.1995,https://csdb.dk//release/?id=5161,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_03.zip, http://csdb.dk/getinternalfile.php/8438/The Best#3.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%203&sourceid=csdb
The Best #4,The Best,Commodore 64,Alpha Flight,November 1995,01.11.1995,https://csdb.dk//release/?id=5162,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_04.zip, http://csdb.dk/getinternalfile.php/8439/The Best#4.zip, http://csdb.dk/getinternalfile.php/75152/MissingNote.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%204&sourceid=csdb
The Best #5,The Best,Commodore 64,Alpha Flight,January 1996,01.01.1996,https://csdb.dk//release/?id=3592,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_05.zip, http://csdb.dk/getinternalfile.php/8440/The Best#5.zip, http://csdb.dk/getinternalfile.php/75557/TheBestNumber5-AFL.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%205&sourceid=csdb
The Best #6,The Best,Commodore 64,Alpha Flight,April 1996,01.04.1996,https://csdb.dk//release/?id=3593,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_06.zip, http://csdb.dk/getinternalfile.php/8441/The Best#6.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%206&sourceid=csdb
The Best #7,The Best,Commodore 64,Alpha Flight,July 1996,01.07.1996,https://csdb.dk//release/?id=11247,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Best/The_Best_07.zip, http://csdb.dk/getinternalfile.php/8442/The Best#7.zip",http://ftp.pokefinder.org/index.php?s=The%20Best%207&sourceid=csdb
The Best of the Mistress Talks,The Best of the Mistress Talks,Commodore 64,Entropy,,,https://csdb.dk//release/?id=12432,http://csdb.dk/getinternalfile.php/1820/The_Best_TMS.d64,http://ftp.pokefinder.org/index.php?s=The%20Best%20of%20the%20Mistress%20Talks&sourceid=csdb
The Big Mouth #1,The Big Mouth,Commodore 64,The Big Mouth Staff,March 1995,01.03.1995,https://csdb.dk//release/?id=215835,https://csdb.dk/getinternalfile.php/226724/Big_Mouth_The_01.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%201&sourceid=csdb
The Big Mouth #10,The Big Mouth,Commodore 64,The Big Mouth Staff,April 1996,01.04.1996,https://csdb.dk//release/?id=215847,https://csdb.dk/getinternalfile.php/226736/Big_Mouth_The_10.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2010&sourceid=csdb
The Big Mouth #11,The Big Mouth,Commodore 64,The Big Mouth Staff,1996,01.01.1996,https://csdb.dk//release/?id=215850,https://csdb.dk/getinternalfile.php/226739/Big_Mouth_The_11.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2011&sourceid=csdb
The Big Mouth #12,The Big Mouth,Commodore 64,The Big Mouth Staff,1996,01.01.1996,https://csdb.dk//release/?id=215851,https://csdb.dk/getinternalfile.php/226740/Big_Mouth_The_12.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2012&sourceid=csdb
The Big Mouth #13,The Big Mouth,Commodore 64,The Big Mouth Staff,1996,01.01.1996,https://csdb.dk//release/?id=215852,https://csdb.dk/getinternalfile.php/226741/Big_Mouth_The_13.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2013&sourceid=csdb
The Big Mouth #14,The Big Mouth,Commodore 64,The Big Mouth Staff,1997,01.01.1997,https://csdb.dk//release/?id=215853,https://csdb.dk/getinternalfile.php/226742/Big_Mouth_The_14.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2014&sourceid=csdb
The Big Mouth #15,The Big Mouth,Commodore 64,The Big Mouth Staff,1997,01.01.1997,https://csdb.dk//release/?id=215743,https://csdb.dk/getinternalfile.php/226622/TheBigMouth15.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2015&sourceid=csdb
The Big Mouth #16,The Big Mouth,Commodore 64,The Big Mouth Staff,1997,01.01.1997,https://csdb.dk//release/?id=215746,https://csdb.dk/getinternalfile.php/226743/Big_Mouth_The_16.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2016&sourceid=csdb
The Big Mouth #17,The Big Mouth,Commodore 64,The Big Mouth Staff,1997,01.01.1997,https://csdb.dk//release/?id=215854,https://csdb.dk/getinternalfile.php/226744/Big_Mouth_The_17.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2017&sourceid=csdb
The Big Mouth #18,The Big Mouth,Commodore 64,The Big Mouth Staff,1998,01.01.1998,https://csdb.dk//release/?id=215855,https://csdb.dk/getinternalfile.php/226745/Big_Mouth_The_18.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2018&sourceid=csdb
The Big Mouth #19,The Big Mouth,Commodore 64,The Big Mouth Staff,1998,01.01.1998,https://csdb.dk//release/?id=215747,https://csdb.dk/getinternalfile.php/226626/TheBigMouth19.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2019&sourceid=csdb
The Big Mouth #2,The Big Mouth,Commodore 64,The Big Mouth Staff,April 1995,01.04.1995,https://csdb.dk//release/?id=215845,https://csdb.dk/getinternalfile.php/226734/Big_Mouth_The_02.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%202&sourceid=csdb
The Big Mouth #20,The Big Mouth,Commodore 64,The Big Mouth Staff,1998,01.01.1998,https://csdb.dk//release/?id=5586,http://csdb.dk/getinternalfile.php/24914/bigmouthmagazine20.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2020&sourceid=csdb
The Big Mouth #21,The Big Mouth,Commodore 64,The Big Mouth Staff,1998,01.01.1998,https://csdb.dk//release/?id=215856,https://csdb.dk/getinternalfile.php/226746/Big_Mouth_The_21.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%2021&sourceid=csdb
The Big Mouth #3,The Big Mouth,Commodore 64,The Big Mouth Staff,May 1995,01.05.1995,https://csdb.dk//release/?id=188629,http://csdb.dk/getinternalfile.php/196120/bm3.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%203&sourceid=csdb
The Big Mouth #4,The Big Mouth,Commodore 64,The Big Mouth Staff,June 1995,01.06.1995,https://csdb.dk//release/?id=188630,http://csdb.dk/getinternalfile.php/196121/bm4.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%204&sourceid=csdb
The Big Mouth #5,The Big Mouth,Commodore 64,The Big Mouth Staff,July 1995,01.07.1995,https://csdb.dk//release/?id=215846,https://csdb.dk/getinternalfile.php/226735/Big_Mouth_The_05.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%205&sourceid=csdb
The Big Mouth #6,The Big Mouth,Commodore 64,The Big Mouth Staff,September 1995,01.09.1995,https://csdb.dk//release/?id=215718,https://csdb.dk/getinternalfile.php/226591/TheBigMouth6.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%206&sourceid=csdb
The Big Mouth #7,The Big Mouth,Commodore 64,The Big Mouth Staff,October 1995,01.10.1995,https://csdb.dk//release/?id=215849,https://csdb.dk/getinternalfile.php/226737/Big_Mouth_The_07.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%207&sourceid=csdb
The Big Mouth #8,The Big Mouth,Commodore 64,The Big Mouth Staff,January 1996,01.01.1996,https://csdb.dk//release/?id=215719,https://csdb.dk/getinternalfile.php/226592/TheBigMouth8.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%208&sourceid=csdb
The Big Mouth #9,The Big Mouth,Commodore 64,The Big Mouth Staff,February 1996,01.02.1996,https://csdb.dk//release/?id=215724,https://csdb.dk/getinternalfile.php/226803/Big_Mouth_The_09.zip,http://ftp.pokefinder.org/index.php?s=The%20Big%20Mouth%209&sourceid=csdb
"The Big Mouth Magazine #22, Big Mouth Magazine #22","The Big Mouth Magazine, Big Mouth Magazine",Commodore 64,Tide,1999,01.01.1999,https://csdb.dk//release/?id=175757,http://csdb.dk/getinternalfile.php/179693/big mouth magazine #22 [TIDE].zip,http://ftp.pokefinder.org/index.php?s=Big%20Mouth%20Magazine%2022&sourceid=csdb
The Black Pages April '94,The Black Pages,Commodore 64,The Dark Fantastic,April 1994,01.04.1994,https://csdb.dk//release/?id=170420,"http://csdb.dk/getinternalfile.php/173825/The Black Pages April '94.d64, http://csdb.dk/getinternalfile.php/173803/Black Pages, The (1994-04)(The Dark Fantastic).zip",http://ftp.pokefinder.org/index.php?s=The%20Black%20Pages%20April%2094&sourceid=csdb
The Blood Elf Express 00001,The Blood Elf Express,Commodore 64,Full Force,1990,01.01.1990,https://csdb.dk//release/?id=75583,http://csdb.dk/getinternalfile.php/21617/FullForce_1989_BloodElf.zip,http://ftp.pokefinder.org/index.php?s=The%20Blood%20Elf%20Express%2000001&sourceid=csdb
The Blood Elf Express 00002,The Blood Elf Express,Commodore 64,Full Force,16 April 1990,16.04.1990,https://csdb.dk//release/?id=32626,http://csdb.dk/getinternalfile.php/21617/FullForce_1989_BloodElf.zip,http://ftp.pokefinder.org/index.php?s=The%20Blood%20Elf%20Express%2000002&sourceid=csdb
The Bloody Scene #01,The Bloody Scene,Commodore 64,Bloods,1991,01.01.1991,https://csdb.dk//release/?id=58539,http://csdb.dk/getinternalfile.php/50717/the bloody scene 1_Bloods.d64,http://ftp.pokefinder.org/index.php?s=The%20Bloody%20Scene%2001&sourceid=csdb
The Busy Scene #01,The Busy Scene,Commodore 64,Exotic Designs,31 August 1990,31.08.1990,https://csdb.dk//release/?id=48617,http://csdb.dk/getinternalfile.php/39844/The Busy Scene #01.zip,http://ftp.pokefinder.org/index.php?s=The%20Busy%20Scene%2001&sourceid=csdb
The Busy Scene #02,The Busy Scene,Commodore 64,Exotic Designs,4 October 1990,04.10.1990,https://csdb.dk//release/?id=17146,http://csdb.dk/getinternalfile.php/5617/Busysc2.d64,http://ftp.pokefinder.org/index.php?s=The%20Busy%20Scene%2002&sourceid=csdb
The Busy Scene #03,The Busy Scene,Commodore 64,Exotic Designs,1990,01.01.1990,https://csdb.dk//release/?id=158105,http://csdb.dk/getinternalfile.php/160212/busyscene03.zip,http://ftp.pokefinder.org/index.php?s=The%20Busy%20Scene%2003&sourceid=csdb
The Busy Scene #04,The Busy Scene,Commodore 64,Exotic Designs,December 1990,01.12.1990,https://csdb.dk//release/?id=17147,http://csdb.dk/getinternalfile.php/5618/Busysc4.d64,http://ftp.pokefinder.org/index.php?s=The%20Busy%20Scene%2004&sourceid=csdb
The Busy Scene #05,The Busy Scene,Commodore 64,Exotic Designs,25 February 1991,25.02.1991,https://csdb.dk//release/?id=56610,http://csdb.dk/getinternalfile.php/119782/The_Busy_Scene_05.d64,http://ftp.pokefinder.org/index.php?s=The%20Busy%20Scene%2005&sourceid=csdb
The Busy Scene #06,The Busy Scene,Commodore 64,Exotic Designs,20 April 1991,20.04.1991,https://csdb.dk//release/?id=54175,http://csdb.dk/getinternalfile.php/46308/The Busy Scene #06.zip,http://ftp.pokefinder.org/index.php?s=The%20Busy%20Scene%2006&sourceid=csdb
"The C64 Directory, Commodore 64 Directory","The C64 Directory, Commodore 64 Directory",Commodore 64,Hackersoft,17 September 1995,17.09.1995,https://csdb.dk//release/?id=99887,http://csdb.dk/getinternalfile.php/133106/The C64 Directory (HACKERSOFT).zip,http://ftp.pokefinder.org/index.php?s=Commodore%2064%20Directory&sourceid=csdb
The C64 Powerdisk #10,The C64 Powerdisk,Commodore 64,Eagleware,February 1996,01.02.1996,https://csdb.dk//release/?id=216753,https://csdb.dk/getinternalfile.php/227768/TheC64Powerdisk10-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%2010&sourceid=csdb
The C64 Powerdisk #11,The C64 Powerdisk,Commodore 64,Eagleware,March 1996,01.03.1996,https://csdb.dk//release/?id=216755,https://csdb.dk/getinternalfile.php/227770/TheC64Powerdisk11-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%2011&sourceid=csdb
The C64 Powerdisk #12,The C64 Powerdisk,Commodore 64,Eagleware,15 April 1996,15.04.1996,https://csdb.dk//release/?id=216757,https://csdb.dk/getinternalfile.php/227772/TheC64Powerdisk12-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%2012&sourceid=csdb
The C64 Powerdisk #13,The C64 Powerdisk,Commodore 64,Eagleware,May 1996,01.05.1996,https://csdb.dk//release/?id=216758,https://csdb.dk/getinternalfile.php/227773/TheC64Powerdisk13-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%2013&sourceid=csdb
The C64 Powerdisk #14,The C64 Powerdisk,Commodore 64,Eagleware,June 1996,01.06.1996,https://csdb.dk//release/?id=216759,https://csdb.dk/getinternalfile.php/227774/TheC64Powerdisk14-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%2014&sourceid=csdb
The C64 Powerdisk #2,The C64 Powerdisk,Commodore 64,Eagleware,May 1995,01.05.1995,https://csdb.dk//release/?id=216739,https://csdb.dk/getinternalfile.php/227752/TheC64Powerdisk2-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%202&sourceid=csdb
The C64 Powerdisk #3,The C64 Powerdisk,Commodore 64,Eagleware,June 1995,01.06.1995,https://csdb.dk//release/?id=216740,https://csdb.dk/getinternalfile.php/227753/TheC64Powerdisk3-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%203&sourceid=csdb
The C64 Powerdisk #4,The C64 Powerdisk,Commodore 64,Eagleware,July 1995,01.07.1995,https://csdb.dk//release/?id=216741,https://csdb.dk/getinternalfile.php/227754/TheC64Powerdisk4-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%204&sourceid=csdb
The C64 Powerdisk #5,The C64 Powerdisk,Commodore 64,Eagleware,August 1995,01.08.1995,https://csdb.dk//release/?id=216742,https://csdb.dk/getinternalfile.php/227755/TheC64Powerdisk5-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%205&sourceid=csdb
The C64 Powerdisk #6,The C64 Powerdisk,Commodore 64,Eagleware,September 1995,01.09.1995,https://csdb.dk//release/?id=216747,https://csdb.dk/getinternalfile.php/227759/TheC64Powerdisk6-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%206&sourceid=csdb
The C64 Powerdisk #7,The C64 Powerdisk,Commodore 64,Eagleware,October 1995,01.10.1995,https://csdb.dk//release/?id=216748,https://csdb.dk/getinternalfile.php/227760/TheC64Powerdisk7-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%207&sourceid=csdb
The C64 Powerdisk #8,The C64 Powerdisk,Commodore 64,Eagleware,November 1995,01.11.1995,https://csdb.dk//release/?id=216749,https://csdb.dk/getinternalfile.php/227761/TheC64Powerdisk8-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%208&sourceid=csdb
The C64 Powerdisk #9,The C64 Powerdisk,Commodore 64,Eagleware,January 1996,01.01.1996,https://csdb.dk//release/?id=216750,https://csdb.dk/getinternalfile.php/227762/TheC64Powerdisk9-Eagleware.zip,http://ftp.pokefinder.org/index.php?s=The%20C64%20Powerdisk%209&sourceid=csdb
"The Christmas Edition, RapidNews #9","Rapid News, RapidNews",Commodore 64,Excess,22 December 2019,22.12.2019,https://csdb.dk//release/?id=185290,http://csdb.dk/getinternalfile.php/192446/RapidNews #9 by Excess.d64,http://ftp.pokefinder.org/index.php?s=RapidNews%209&sourceid=csdb
The Crest #1,The Crest,Commodore 64,The Crest Magazine,July 1997,01.07.1997,https://csdb.dk//release/?id=3759,"ftp://c64.rulez.org/pub/c64/Magazines/The_Crest/The_Crest_01.zip, http://csdb.dk/getinternalfile.php/57985/The_Crest_01.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%201&sourceid=csdb
The Crest #10,The Crest,Commodore 64,The Crest Magazine,April 1998,01.04.1998,https://csdb.dk//release/?id=5215,http://csdb.dk/getinternalfile.php/8025/TheCrest10.d64,http://ftp.pokefinder.org/index.php?s=The%20Crest%2010&sourceid=csdb
The Crest #11,The Crest,Commodore 64,The Crest Magazine,May 1998,01.05.1998,https://csdb.dk//release/?id=5125,"http://csdb.dk/getinternalfile.php/3593/The_Crest_11.zip, http://csdb.dk/getinternalfile.php/97304/crest11.d64",http://ftp.pokefinder.org/index.php?s=The%20Crest%2011&sourceid=csdb
The Crest #12,The Crest,Commodore 64,The Crest Magazine,10 June 1998,10.06.1998,https://csdb.dk//release/?id=5216,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Crest/The_Crest_12.zip, http://csdb.dk/getinternalfile.php/40029/The_Crest_12.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%2012&sourceid=csdb
The Crest #14,The Crest,Commodore 64,The Crest Magazine,August 1998,01.08.1998,https://csdb.dk//release/?id=5218,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Crest/The_Crest_14.zip, http://csdb.dk/getinternalfile.php/40030/The_Crest_14.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%2014&sourceid=csdb
The Crest #15,The Crest,Commodore 64,The Crest Magazine,September 1998,01.09.1998,https://csdb.dk//release/?id=5219,http://csdb.dk/getinternalfile.php/40031/The_Crest_15.zip,http://ftp.pokefinder.org/index.php?s=The%20Crest%2015&sourceid=csdb
The Crest #2,The Crest,Commodore 64,The Crest Magazine,August 1997,01.08.1997,https://csdb.dk//release/?id=3760,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Crest/The_Crest_02.zip, http://csdb.dk/getinternalfile.php/65810/The_Crest_02.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%202&sourceid=csdb
The Crest #3,The Crest,Commodore 64,The Crest Magazine,September 1997,01.09.1997,https://csdb.dk//release/?id=3761,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Crest/The_Crest_03.zip, http://csdb.dk/getinternalfile.php/65811/The_Crest_03.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%203&sourceid=csdb
The Crest #4,The Crest,Commodore 64,The Crest Magazine,October 1997,01.10.1997,https://csdb.dk//release/?id=3762,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Crest/The_Crest_04.zip, http://csdb.dk/getinternalfile.php/65812/The_Crest_04.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%204&sourceid=csdb
The Crest #5,The Crest,Commodore 64,The Crest Magazine,November 1997,01.11.1997,https://csdb.dk//release/?id=3766,"ftp://ftp.scs-trc.net/pub/c64/Magazines/The_Crest/The_Crest_05.zip, http://csdb.dk/getinternalfile.php/65813/The_Crest_05.zip",http://ftp.pokefinder.org/index.php?s=The%20Crest%205&sourceid=csdb
The Crest #8,The Crest,Commodore 64,The Crest Magazine,18 February 1998,18.02.1998,https://csdb.dk//release/?id=3769,"http://csdb.dk/getinternalfile.php/3597/tc8.zip, http://csdb.dk/getinternalfile.php/92729/0557a.d64",http://ftp.pokefinder.org/index.php?s=The%20Crest%208&sourceid=csdb
The Crest #9,The Crest,Commodore 64,The Crest Magazine,12 March 1998,12.03.1998,https://csdb.dk//release/?id=5214,http://csdb.dk/getinternalfile.php/40028/The_Crest_09.zip,http://ftp.pokefinder.org/index.php?s=The%20Crest%209&sourceid=csdb
"The Dry Season, Nordic Scene Review #4",Nordic Scene Review,Commodore 64,,11 December 2005,11.12.2005,https://csdb.dk//release/?id=25156,"http://csdb.dk/getinternalfile.php/13105/Nordic_Scene_Review_#04.d64, ftp://ftp.scs-trc.net/pub/c64/Magazines/Nordic_Scene_Review/NSR_04.zip",http://ftp.pokefinder.org/index.php?s=Nordic%20Scene%20Review%204&sourceid=csdb
The Fake #01,The Fake,Commodore 64,The Master Crew,1992,01.01.1992,https://csdb.dk//release/?id=173925,http://csdb.dk/getinternalfile.php/177655/TheFake01-TMC.d64,http://ftp.pokefinder.org/index.php?s=The%20Fake%2001&sourceid=csdb
The Fake #02,The Fake,Commodore 64,The Master Crew,September 1992,01.09.1992,https://csdb.dk//release/?id=141375,"http://csdb.dk/getinternalfile.php/141716/fake.d64, http://csdb.dk/getinternalfile.php/141717/fake.zip",http://ftp.pokefinder.org/index.php?s=The%20Fake%2002&sourceid=csdb
The Fake #03,The Fake,Commodore 64,The Master Crew,September 1992,01.09.1992,https://csdb.dk//release/?id=141376,"http://csdb.dk/getinternalfile.php/141716/fake.d64, http://csdb.dk/getinternalfile.php/141717/fake.zip",http://ftp.pokefinder.org/index.php?s=The%20Fake%2003&sourceid=csdb
