title,platform,country,country_translated,city,city_translated,language,releases,releases_converted,date_start,date_end,issues,link,download_link
ZX Park,ZX Spectrum,Россия,Russia,Чайковский,Chaikovsky,Russian,"24 августа 1997, 14 августа 1997, 24 июля 1997, 02 июля 1997, 09 июня 1997, 31 мая 1997, 31 мая 1997, 23 мая 1997, 11 мая 1997, 04 мая 1997, 21 апреля 1997, 04 апреля 1997, 23 марта 1997, 11 марта 1997, 25 февраля 1997, 20 февраля 1997, 20 января 1997, 20 января 1997","20.01.1997, 20.01.1997, 20.02.1997, 25.02.1997, 11.03.1997, 23.03.1997, 04.04.1997, 21.04.1997, 04.05.1997, 11.05.1997, 23.05.1997, 31.05.1997, 31.05.1997, 09.06.1997, 02.07.1997, 24.07.1997, 14.08.1997, 24.08.1997",20.01.1997,24.08.1997,"ZX Park #01, ZX Park #02, ZX Park #03, ZX Park #04, ZX Park #05, ZX Park #06, ZX Park #07, ZX Park #08, ZX Park #09, ZX Park #10, ZX Park #11, ZX Park #11.5, ZX Park #12, ZX Park #13, ZX Park #14, ZX Park #15, ZX Park #16, ZX Park #17",https://zxpress.ru/issue.php?id=273,https://zxpress.ru/d.php?id=273
ZX Pilot,ZX Spectrum,Россия,Russia,Ковров,Kovrov,Russian,"09 декабря 2005, 29 декабря 2002, 30 декабря 2000, 11 октября 2000, 31 мая 2000, 31 марта 2000, 11 марта 2000, 27 ноября 1999, 20 июля 1999, 18 июня 1999, 29 мая 1999, 20 февраля 1999, 19 декабря 1998, 30 сентября 1998, 18 сентября 1998, 04 августа 1998, 31 июля 1998, 30 июня 1998, 31 мая 1998, 10 мая 1998, 14 апреля 1998, 08 марта 1998, 23 февраля 1998, 12 февраля 1998, 06 января 1998, 09 декабря 1997, 05 ноября 1997, 18 сентября 1997, 28 августа 1997, 12 августа 1997, 09 июля 1997, 16 июня 1997, 31 мая 1997, 20 мая 1997, 28 апреля 1997, 15 апреля 1997, 01 апреля 1997, 18 марта 1997, 24 февраля 1997, 24 января 1997, 24 декабря 1996, 24 ноября 1996","24.11.1996, 24.12.1996, 24.01.1997, 24.02.1997, 18.03.1997, 01.04.1997, 15.04.1997, 28.04.1997, 20.05.1997, 31.05.1997, 16.06.1997, 09.07.1997, 12.08.1997, 28.08.1997, 18.09.1997, 05.11.1997, 09.12.1997, 06.01.1998, 12.02.1998, 23.02.1998, 08.03.1998, 14.04.1998, 10.05.1998, 31.05.1998, 30.06.1998, 31.07.1998, 04.08.1998, 18.09.1998, 30.09.1998, 19.12.1998, 20.02.1999, 29.05.1999, 18.06.1999, 20.07.1999, 27.11.1999, 11.03.2000, 31.03.2000, 31.05.2000, 11.10.2000, 30.12.2000, 29.12.2002, 09.12.2005",24.11.1996,09.12.2005,"ZX Pilot #01, ZX Pilot #02, ZX Pilot #03, ZX Pilot #04, ZX Pilot #05, ZX Pilot #06, ZX Pilot #07, ZX Pilot #08, ZX Pilot #09, ZX Pilot #10, ZX Pilot #11, ZX Pilot #12, ZX Pilot #13, ZX Pilot #14, ZX Pilot #15, ZX Pilot #16, ZX Pilot #17, ZX Pilot #18, ZX Pilot #19, ZX Pilot #20, ZX Pilot #21, ZX Pilot #22, ZX Pilot #23, ZX Pilot #24, ZX Pilot #25, ZX Pilot #26, ZX Pilot #27, ZX Pilot #28, ZX Pilot #29, ZX Pilot #30, ZX Pilot #31, ZX Pilot #32, ZX Pilot #33, ZX Pilot #34, ZX Pilot #35, ZX Pilot #36, ZX Pilot #37, ZX Pilot #38, ZX Pilot #39, ZX Pilot #40, ZX Pilot #41, ZX Pilot #42",https://zxpress.ru/issue.php?id=274,https://zxpress.ru/d.php?id=274
ZX Power,ZX Spectrum,Украина,Ukraine,Харьков,Kharkiv,Russian,"09 января 2000, 31 декабря 1997, 24 мая 1997, 11 октября 1996","11.10.1996, 24.05.1997, 31.12.1997, 09.01.2000",11.10.1996,09.01.2000,"ZX Power #01, ZX Power #02, ZX Power #03, ZX Power #04",https://zxpress.ru/issue.php?id=275,https://zxpress.ru/d.php?id=275
ZX Press,ZX Spectrum,Украина,Ukraine,Енакиево,Enakievo,Russian,15 сентября 1999,15.09.1999,15.09.1999,15.09.1999,ZX Press #01,https://zxpress.ru/issue.php?id=276,https://zxpress.ru/d.php?id=276
ZX Review,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,"08 ноября 1997, 04 ноября 1997, 22 июля 1997, 26 ноября 1997, 31 декабря 1996","31.12.1996, 22.07.1997, 04.11.1997, 08.11.1997, 26.11.1997",31.12.1996,26.11.1997,"ZX Review #1-2, ZX Review #11-12, ZX Review #3-4, ZX Review #5-6, ZX Review #7-8-9-10",https://zxpress.ru/issue.php?id=277,https://zxpress.ru/d.php?id=277
ZX Revija,ZX Spectrum,Сербия,Serbia,Novi Sad,Novi Sad,,,,,,,https://zxpress.ru/issue.php?id=327,https://zxpress.ru/d.php?id=327
ZX Rulez Magazine,ZX Spectrum,Россия,Russia,Ижевск,Izhevsk,Russian,04 января 1999,04.01.1999,04.01.1999,04.01.1999,ZX Rulez Magazine #01,https://zxpress.ru/issue.php?id=278,https://zxpress.ru/d.php?id=278
ZX Software,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,31 декабря 1996,31.12.1996,31.12.1996,31.12.1996,ZX Software #01,https://zxpress.ru/issue.php?id=279,https://zxpress.ru/d.php?id=279
ZX Time,ZX Spectrum,Украина,Ukraine,Енакиево,Enakievo,Russian,"26 февраля 2005, 08 января 2005, 09 августа 2003, 27 мая 2003, 22 ноября 2002, 21 июля 2002, 30 апреля 2002, 31 января 2002, 09 января 2002, 14 декабря 2001, 17 ноября 2001, 13 октября 2001, 04 сентября 2001","04.09.2001, 13.10.2001, 17.11.2001, 14.12.2001, 09.01.2002, 31.01.2002, 30.04.2002, 21.07.2002, 22.11.2002, 27.05.2003, 09.08.2003, 08.01.2005, 26.02.2005",04.09.2001,26.02.2005,"ZX Time #01, ZX Time #02, ZX Time #03, ZX Time #04, ZX Time #05, ZX Time #06, ZX Time #07, ZX Time #08, ZX Time #09, ZX Time #10, ZX Time #11, ZX Time #12, ZX Time #13, ZX Time #14, ZX Time #15",https://zxpress.ru/issue.php?id=280,https://zxpress.ru/d.php?id=280
ZX User,ZX Spectrum,Беларусь,Belarus,Гродно,Grodno,Russian,"15 января 1997, 05 декабря 1996, 16 ноября 1996","16.11.1996, 05.12.1996, 15.01.1997",16.11.1996,15.01.1997,"ZX User #01, ZX User #02, ZX User #03",https://zxpress.ru/issue.php?id=281,https://zxpress.ru/d.php?id=281
ZX World,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,"29 апреля 1996, 21 апреля 1996","21.04.1996, 29.04.1996",21.04.1996,29.04.1996,"ZX World #01, ZX World #02",https://zxpress.ru/issue.php?id=282,https://zxpress.ru/d.php?id=282
ZX Zone,ZX Spectrum,Россия,Russia,Усолье Сибирское,Usolie Siberian,Russian,"15 февраля 2005, 24 декабря 2004, 02 октября 2004, 10 августа 2004","10.08.2004, 02.10.2004, 24.12.2004, 15.02.2005",10.08.2004,15.02.2005,"ZX Zone #01, ZX Zone #02, ZX Zone #03, ZX Zone #04",https://zxpress.ru/issue.php?id=283,https://zxpress.ru/d.php?id=283
ZX-Files,ZX Spectrum,Россия,Russia,Котлас,Kotlas,Russian,29 декабря 2000,29.12.2000,29.12.2000,29.12.2000,ZX-Files #01,https://zxpress.ru/issue.php?id=310,https://zxpress.ru/d.php?id=310
ZX-News,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,"30 декабря 2000, 12 декабря 2000, 06 октября 2000, 22 апреля 2000, 30 декабря 1999, 06 октября 1999, 09 июня 1999, 02 апреля 1999, 01 марта 1999, 18 февраля 1999, 06 декабря 1998, 26 ноября 1998, 27 сентября 1998, 30 сентября 1997, 27 августа 1997, 18 августа 1997, 13 августа 1997, 15 июля 1997, 02 июля 1997, 26 июня 1997, 04 июня 1997, 21 мая 1997, 19 мая 1997, 13 мая 1997, 06 мая 1997, 22 апреля 1997, 22 апреля 1997, 08 апреля 1997, 03 апреля 1997, 01 апреля 1997, 12 марта 1997, 04 марта 1997, 25 февраля 1997, 21 февраля 1997, 19 декабря 1996, 10 декабря 1996, 08 декабря 1996, 03 декабря 1996, 26 ноября 1996, 19 ноября 1996, 12 ноября 1996, 05 ноября 1996, 29 октября 1996, 29 октября 1996, 22 октября 1996, 15 октября 1996, 08 октября 1996, 06 октября 1996, 29 сентября 1996, 22 сентября 1996, 22 сентября 1996, 15 сентября 1996, 08 сентября 1996, 01 сентября 1996","01.09.1996, 08.09.1996, 15.09.1996, 22.09.1996, 22.09.1996, 29.09.1996, 06.10.1996, 08.10.1996, 15.10.1996, 22.10.1996, 29.10.1996, 29.10.1996, 05.11.1996, 12.11.1996, 19.11.1996, 26.11.1996, 03.12.1996, 08.12.1996, 10.12.1996, 19.12.1996, 21.02.1997, 25.02.1997, 04.03.1997, 12.03.1997, 01.04.1997, 03.04.1997, 08.04.1997, 22.04.1997, 22.04.1997, 06.05.1997, 13.05.1997, 19.05.1997, 21.05.1997, 04.06.1997, 26.06.1997, 02.07.1997, 15.07.1997, 13.08.1997, 18.08.1997, 27.08.1997, 30.09.1997, 27.09.1998, 26.11.1998, 06.12.1998, 18.02.1999, 01.03.1999, 02.04.1999, 09.06.1999, 06.10.1999, 30.12.1999, 22.04.2000, 06.10.2000, 12.12.2000, 30.12.2000",01.09.1996,30.12.2000,"ZX-News #01, ZX-News #02, ZX-News #03, ZX-News #04, ZX-News #05, ZX-News #06, ZX-News #07, ZX-News #08, ZX-News #09, ZX-News #10, ZX-News #11, ZX-News #12, ZX-News #13, ZX-News #14, ZX-News #15, ZX-News #16, ZX-News #17, ZX-News #18, ZX-News #19, ZX-News #20, ZX-News #21, ZX-News #22, ZX-News #23, ZX-News #24, ZX-News #25, ZX-News #26, ZX-News #27, ZX-News #28, ZX-News #29, ZX-News #30, ZX-News #31, ZX-News #32, ZX-News #33, ZX-News #34, ZX-News #35, ZX-News #36, ZX-News #37, ZX-News #38, ZX-News #39, ZX-News #40, ZX-News #41, ZX-News #42, ZX-News #43, ZX-News #44, ZX-News #45, ZX-News #46, ZX-News #47, ZX-News #48, ZX-News #49, ZX-News #50, ZX-News #51, ZX-News #52, ZX-News #53, ZX-News #54",https://zxpress.ru/issue.php?id=269,https://zxpress.ru/d.php?id=269
Возраждение,ZX Spectrum,Россия,Russia,Омск,Omsk,Russian,"31 января 1996, 01 января 1996","01.01.1996, 31.01.1996",01.01.1996,31.01.1996,"Возраждение #0, Возраждение #1",https://zxpress.ru/issue.php?id=336,https://zxpress.ru/d.php?id=336
